question_id,category,subcategory,question,options_json,answer,contexts_json
62,social_interaction,single_span,What were people chatting about while hotpot was brought up?,"[""The funny March 2nd screen name story"", ""Lucia joking about her balcony decoration"", ""Jake suggesting enriching data collection"", ""How Katrina got front-row tickets in Wuhan"", ""Alice cutting flowers while listening""]",How Katrina got front-row tickets in Wuhan,"{""DAY2_16250000_16300000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
63,social_interaction,single_span,What was everyone joking about with glasses at night?,"[""Alternating glasses wear as fun."", ""A tool for watching the Champions League."", ""Magnifying the lenses for better movies."", ""A filter for reducing screen glare."", ""Safety for late-night walks.""]",A tool for watching the Champions League.,"{""DAY2_16450000_16500000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""SHURE""]}"
64,social_interaction,single_span,"Who noticed Katrina’s comment about the clothes drying in two hours, and how did they respond?","[""Tasha looked confused and walked away."", ""Shure noticed and walked into the yard."", ""Lucia ignored the comment and stayed focused on boxes."", ""Jake agreed and plugged in his device."", ""Alice started laughing and chatting about another topic.""]",Shure noticed and walked into the yard.,"{""DAY2_17200000_17250000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
65,social_interaction,single_span,Who complained about the safety of the gas canister setup and how was it resolved?,"[""Tasha asked about it, and Shure assured it was already set up."", ""Lucia was worried, and Jake explained how it worked."", ""Tasha doubted its placement, and Lucia had to fix it."", ""Shure hesitated, and Alice decided to move it herself."", ""Alice questioned it, and Jake mocked her concern.""]","Tasha asked about it, and Shure assured it was already set up.","{""DAY2_18000000_18050000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
66,social_interaction,single_span,What did everyone do after Jake mentioned wrapping up after eating?,"[""Shure asked for help with a heavy pot."", ""Katrina played a team-building game."", ""Alice started scrubbing the floor."", ""They planned to clean the dishes afterward."", ""They went to discuss a team event.""]",Shure asked for help with a heavy pot.,"{""DAY2_18050000_18100000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
67,social_interaction,single_span,What lighthearted suggestion does Alice make when the group considers watching something together?,"[""She hints at skipping entertainment for a group discussion."", ""She tells them to go outside and stargaze instead."", ""She offers to play a song instead of watching anything."", ""She suggests watching a movie about cooking."", ""She recommends a stand-up comedy show for laughs.""]",She recommends a stand-up comedy show for laughs.,"{""DAY2_18100000_18150000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
68,social_interaction,single_span,"When Katrina was expected to join the chat, what was she busy with?","[""She hurriedly brought more ingredients but stayed silent."", ""She was sitting by the table snacking quietly."", ""She was immersed in her phone while Alice teased her."", ""She was mindlessly scrolling while the group joked about konjac."", ""She played on her phone next to Tasha while ignoring most of the conversation.""]",She played on her phone next to Tasha while ignoring most of the conversation.,"{""DAY2_18150000_18200000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""SHURE""]}"
69,social_interaction,single_span,What was the group’s response to the smell potentially spreading?,"[""They cooperated to close all doors."", ""They sprayed air freshener."", ""They joked about it, saying it wasn’t bad."", ""They tried airing the room instead."", ""They ignored it and continued chatting.""]",They cooperated to close all doors.,"{""DAY2_18150000_18200000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""SHURE""]}"
70,social_interaction,single_span,What did Katrina suggest during the seating arrangement near the start?,"[""Everyone sit tightly together to fit one more in the middle"", ""Tasha suggests people sit in pairs for symmetry"", ""Someone take pictures while others adjust seats"", ""The boss should sit in the prominent seat for better viewing"", ""Lucia moves to make space for Shure and Choiszt""]",The boss should sit in the prominent seat for better viewing,"{""DAY2_18350000_18400000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""SHURE""]}"
71,social_interaction,single_span,What did Choiszt mention about his role when others were guessing?,"[""He played a clumsy cook in the skit"", ""He acted as a fashion photographer"", ""He played a smooth-talker but denied it"", ""He performed as a car model in the skit"", ""He was a serious judge in a court scene""]",He performed as a car model in the skit,"{""DAY2_18350000_18400000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""SHURE""]}"
72,social_interaction,single_span,What humorous misunderstanding occurred about the Fitness Ring?,"[""Jake mistakenly called it a diet gadget."", ""Katrina linked it to swimming laps outdoors."", ""Tasha joked about playing mobile games in the gym."", ""Alice confused it with a fashion accessory."", ""Lucia teased about combining it with indoor cooking.""]",Tasha joked about playing mobile games in the gym.,"{""DAY2_21350000_21400000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA""]}"
73,social_interaction,single_span,What ongoing playful discussion did Katrina interrupt by asking Shure for something specific?,"[""Questions on bravery and histrionic personality traits"", ""A discussion about Nicous' fling and apologies"", ""Details about Shure’s previous four years"", ""A debate over orange juice versus grapefruit juice balances"", ""A joke about who drinks more juice""]",Details about Shure’s previous four years,"{""DAY2_22100000_22150000"": [""JAKE"", ""ALICE"", ""TASHA"", ""LUCIA"", ""KATRINA"", ""SHURE""]}"
74,social_interaction,single_span,What happened while Katrina was talking about sports students looking trendy and tall?,"[""Alice accidentally dropped her flashlight and scared someone."", ""Tasha got curious and joined the conversation about sports students."", ""Jake started humming a random song from his playlist."", ""Shure raised a toast and spoke about a band."", ""Lucia found an interesting product on Taobao and shared it.""]",Shure raised a toast and spoke about a band.,"{""DAY2_22150000_22200000"": [""ALICE"", ""LUCIA"", ""SHURE""]}"
75,social_interaction,single_span,What was Nicous talking about when Katrina joked about him being 'a bit unlucky'?,"[""Him struggling to join table discussions at dinners."", ""His Middle school relationship issues with friends."", ""His unrequited crush on someone in college."", ""His stressful experiences smoking in March."", ""His awkward interview preparation story.""]",His Middle school relationship issues with friends.,"{""DAY2_22150000_22200000"": [""ALICE"", ""LUCIA"", ""SHURE""]}"
76,social_interaction,single_span,What was the group laughing loudly about when discussing middle school?,"[""Katrina's bold puppy-love confessions."", ""Nicous getting entangled in messy friendships."", ""Shure's comment about pulling out his 'middle school gun.'"", ""Someone interrupting Shure during their song moment."", ""Alice showing off her bright, glowing ring playfully.""]",Nicous getting entangled in messy friendships.,"{""DAY2_22150000_22200000"": [""ALICE"", ""LUCIA"", ""SHURE""]}"
77,social_interaction,single_span,"When did Katrina recall her library crush, and what did she say?","[""She shared how her roommates encouraged her to mingle."", ""She criticized the idea of dating someone shorter than her."", ""She joked it was considered ‘low-class’ where she came from."", ""She laughed about secretly liking someone for three years."", ""She teased Shure about his trendy drinking choices.""]",She joked it was considered ‘low-class’ where she came from.,"{""DAY2_22150000_22200000"": [""ALICE"", ""LUCIA"", ""SHURE""]}"
78,social_interaction,single_span,What did Katrina do when she commented 'It's been two days'?,"[""She chatted while pushing up her glasses."", ""She asked Jake about the pie flavor."", ""She dropped her drink on the floor accidentally."", ""She handed Jake a phone charger."", ""She teased Shure about his phone battery.""]",She chatted while pushing up her glasses.,"{""DAY2_22400000_22450000"": [""JAKE"", ""ALICE"", ""LUCIA""]}"
79,social_interaction,single_span,"Why did Katrina say 'Just record it yourself, that's enough'?","[""She was asking Shure to document a design concept."", ""She wanted to document their casual gathering."", ""She encouraged Alice to take notes for an article."", ""She was teasing Jake to stop asking questions."", ""She joked about recording a Netflix-like documentary.""]",She was asking Shure to document a design concept.,"{""DAY2_22400000_22450000"": [""JAKE"", ""ALICE"", ""LUCIA""]}"
80,social_interaction,single_span,"When Shure was working on his glasses, how did Nicous and Katrina respond?","[""Katrina offered to help fix them, and Nicous walked to the table."", ""Katrina teased Shure, and Nicous suggested he should buy new ones."", ""Both ignored him as they were busy texting on their phones."", ""Lucia borrowed Shure's glasses while Jake commented on them."", ""Nicous chatted with Shure, while Katrina kept drinking her beverage.""]","Nicous chatted with Shure, while Katrina kept drinking her beverage.","{""DAY2_22400000_22450000"": [""JAKE"", ""ALICE"", ""LUCIA""]}"
81,social_interaction,single_span,Who made a funny comment about a group of people sleeping in their room?,"[""Alice muttered something quietly while sitting near the projector."", ""Jake laughed about it in context of shared spaces."", ""Lucia commented about it while eating the last pie."", ""Shure cracked the joke while others chatted by the table."", ""Katrina sarcastically joked while pointing at the whiteboard.""]",Shure cracked the joke while others chatted by the table.,"{""DAY2_22400000_22450000"": [""JAKE"", ""ALICE"", ""LUCIA""]}"
82,social_interaction,single_span,What did Katrina think about Nicous's accent?,"[""She felt it was closest to a southern China twang."", ""She teased him, saying it sounded like a foreign language."", ""She confused it with a thick Beijing accent."", ""She commented that it's hard to place geographically."", ""She thought it sounded like someone from Anhui.""]",She thought it sounded like someone from Anhui.,"{""DAY2_22450000_22500000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""KATRINA""]}"
83,social_interaction,single_span,What was Tasha doing while Jake was chatting with the group near the beginning of their gathering?,"[""Standing quietly beside the bookshelf"", ""Moving between rooms and glancing around"", ""Taking power banks and walking to the kitchen"", ""Teasing Katrina about her glasses casually"", ""Sitting with her phone and looking amused""]",Moving between rooms and glancing around,"{""DAY2_22450000_22500000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""KATRINA""]}"
84,social_interaction,single_span,What reason did Shure give for the layout of his room during the discussion?,"[""He preferred a functional rather than decorative space"", ""The arrangement reflected his dream of teaching design"", ""He wanted to make room for frequent guests and hobbies"", ""It aligned with minimalist values and cyber aesthetics"", ""It was to keep all his gadgets charged and accessible""]",It was to keep all his gadgets charged and accessible,"{""DAY2_22550000_23000000"": [""JAKE"", ""ALICE"", ""LUCIA"", ""KATRINA""]}"
85,social_interaction,single_span,"When Shure was walking around, did anyone seem to acknowledge what he was doing?","[""Katrina noticed him and kept texting"", ""Lucia asked if he needed help"", ""Alice was nearby and nodded quietly"", ""Jake briefly commented on him being restless"", ""Tasha looked up and asked where he was going""]",Katrina noticed him and kept texting,"{""DAY3_11200000_11250000"": [""JAKE"", ""KATRINA""]}"
